,楼盘名称,经度,纬度,总价,单价,待售,期房在售,售罄,现房在售,尾盘,其他,刚需房,学校,改善房,品牌开发商,大型社区,轨交房,大型超市,公寓,商场,公园,投资地产,婚房,低密度,公交枢纽,低总价,住宅,别墅_属性,商住,店铺,购物中心,商业街,其他,南关,朝阳,净月,绿园,二道,高新,经开,宽城,汽开,长春周边,高层,花园洋房,别墅_建筑类型,多层,产权年限,容积率,绿化率,居住人数,在建中,已竣工,已封顶,规划中,物业费,车位数,车位比,1室,2室,3室,4室,5室,6室,7室,别墅_户型,商户,开盘年份,开盘月份,开盘日,交盘年份,交盘月份,交盘日,站点数目,平均距离,平均线路数目,平均打分,平均轨道数目
77,力旺弗朗明歌三期,125.366317,43.824135,2910172.016,12254.13457,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,69.99858439,1.601190968,0.314582059,345,0,0,0,1,0.395167997,655,0,0,0,0,0,0,0,0,2,0,2014.000039,7.333305084,11.00035924,2015.20042,9.1999887,23.20001085,20,1607.05,2.3,2.7,0.4
78,力旺弗朗明歌三期,125.366317,43.824135,2910172.016,12254.13457,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,69.99858439,1.601190968,0.314582059,345,0,0,0,1,0.395167997,655,0,0,0,0,0,0,0,0,2,0,2014.000039,7.333305834,11.00035399,2015.200418,9.1999887,23.20001085,20,1607.05,2.3,2.7,0.4
79,力旺弗朗明歌三期,125.366317,43.824135,2603411.113,12039.84887,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,69.99858439,1.601190968,0.314582059,345,0,0,0,1,0.395167997,655,0,0,0,0,0,0,0,0,2,0,2014.000039,7.333305084,11.00035924,2015.20042,9.1999887,23.20001085,20,1607.05,2.3,2.7,0.4
80,力旺弗朗明歌三期,125.366317,43.824135,2603411.113,12039.84887,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,69.99858439,1.601190968,0.314582059,345,0,0,0,1,0.395167997,655,0,0,0,0,0,0,0,0,2,0,2014.000039,7.333305834,11.00035399,2015.200418,9.1999887,23.20001085,20,1607.05,2.3,2.7,0.4
81,万豪世纪广场,125.410449,43.844894,3593151.809,9000,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,70.00000001,1.606632875,0.2,800,1,0,0,0,0.299936328,1000,0,0,0,0,0,0,0,0,0,0,2017,8,19,2018,9,30,16,1434.375,4.625,5,0.375
82,保利堂悦,125.313642,43.898338,3973715.908,13000,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,70,1.5,0.3,840,1,0,0,0,0.287147568,820,1,0,1,4,1,0,0,0,5,0,2017,10,27,2019,7,31,14,1786.071429,2.928571429,3.071428571,0.142857143
83,华润紫云府,125.313642,43.898338,2096412.282,11307.24648,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,70.00000356,1.60026611,0.370435702,1200,1,0,0,0,1,927,0,0,1,3,2,2,0,0,0,0,2018,3,25,2017.945218,9.139422052,29.19164141,12,1562.833333,1.916666667,1.916666667,0
84,华润紫云府,125.313642,43.898338,2096412.282,11307.24648,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,70.00000356,1.60026611,0.370435702,1200,1,0,0,0,1,927,0,0,1,3,2,2,0,0,0,0,2018,3,25,2017.887303,9.139422052,29.22059881,12,1562.833333,1.916666667,1.916666667,0
85,华润紫云府,125.313642,43.898338,2083159.27,11307.24648,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,70.00000356,1.60026611,0.370435702,1200,1,0,0,0,1,927,0,0,1,3,2,2,0,0,0,0,2018,3,25,2017.945218,9.139422052,29.19164141,12,1562.833333,1.916666667,1.916666667,0
86,华润紫云府,125.313642,43.898338,2083159.27,11307.24648,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,70.00000356,1.60026611,0.370435702,1200,1,0,0,0,1,927,0,0,1,3,2,2,0,0,0,0,2018,3,25,2017.887303,9.139422052,29.22059881,12,1562.833333,1.916666667,1.916666667,0
87,恒大江湾,125.367649,43.951451,3296108.269,8800,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,70,2.5,0.45,2505,1,0,0,0,1,3140,0,0,1,5,0,0,0,0,0,0,2016.852897,6.481267593,18.95388929,2018.009116,9.516930436,30.15801485,12,1771.25,2.416666667,2.416666667,0
89,万龙银河城,125.349642,43.902843,4254664.925,8600,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,70,1.795,0.3,2716,1,0,0,0,0,300,0,2,6,3,0,0,0,0,0,0,2018,5,25,2017.303371,9.784042653,29.51099731,12,1514.166667,2.083333333,2.083333333,0
91,德辉首府,125.313642,43.898338,4248410.918,9250,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,70,3.26,0.473,3000,1,0,0,0,0.500103836,838.7711948,9.85E-06,1,2,7,0,0,0,0,0,0,2018,6,2,2017.646558,9.353994293,30.57782019,12,1257.916667,4.416666667,4.416666667,0
93,凯旋公馆,125.394673,43.81112,3565558.379,12000,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,70,2.62,0.45,3515,1,0,0,0,1,1860,0,2,7,4,0,0,0,0,0,0,2018,5,21,2019,10,30,15,1962.866667,4.733333333,4.933333333,0.2
95,中海寰宇天下,125.394508,43.961087,660000,9400,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,70,1.8,0.3,6263,1,0,0,0,1,300,1.794169465,0,2,4,0,0,0,0,0,0,2018,5,31,2019,6,30,12,1513.833333,1.833333333,1.833333333,0
97,益田翠堤悦府,125.313642,43.898338,2045801.265,10773.40302,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,70.00000069,1.600159314,0.452099833,1580,1,0,0,0,0.221187485,1328,0,0,2,4,0,0,0,0,0,0,2016.795689,9.309114958,12.62006697,2019,12,31,12,1623.75,1.25,1.25,0
99,绿地城,125.257837,43.77502,3511699.599,12000,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,70,1.5,0.4,4000,1,0,0,0,1,2400,0,0,4,12,2,0,0,0,0,0,2017,12,3,2018,12,31,12,1366.416667,1.333333333,1.333333333,0
100,恒大首府,125.313642,43.898338,4245709.393,9900,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,70,2.1,0.3,1300,1,0,0,0,1,1475,0,0,3,15,2,0,0,0,0,0,2017,9,10,2017.609028,9.818237236,30.70092466,12,1880.416667,5.416666667,5.416666667,0
101,龙首壹号院,125.313642,43.898338,4485890.744,15000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,70,1.2,0.55,700,0,1,0,0,2,233,0,0,0,0,2,1,0,0,0,0,2016,10,17,2016,10,31,12,1985.5,2.583333333,2.583333333,0
102,龙腾香格里,125.313642,43.898338,496061.9438,6416.175243,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,69.99982658,1.600034832,0.355777078,2484,1,0,0,0,0.211737411,765,0,0,3,2,0,0,0,0,0,0,2016.897723,9.327772628,6.904781411,2018,12,31,12,1311.333333,4.5,4.5,0
103,恒泰郡城,125.313642,43.898338,724621.7954,9309.778878,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,70.00000476,1.599973474,0.362287318,1100,1,0,0,0,0.251797551,1124,1,0,1,1,0,0,0,0,0,0,2014.000013,5.142915642,12.71427414,2014.500015,7.62502039,23.00000562,17,1955.823529,7,7.352941176,0.294117647
104,新星宇和锦,125.313642,43.898338,2360777.368,7000,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,69.99981174,1.600199323,0.363259652,2200,0,1,0,0,0.12500447,1511.799779,0.1,0,2,1,0,0,0,0,0,0,2014,7.090909091,13.51515152,2014.794118,7.588235294,24.38235294,12,1963.833333,2.833333333,2.833333333,0
105,中邑禾府,125.313642,43.898338,514209.1674,7155.602511,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,70.00000158,1.600025345,0.368599463,2166,0.333334222,0.666665779,1.58E-11,6.05E-11,0.499998,2425,1.000004001,0,0,0,0,0,0,0,0,0,2016.432285,7.527078917,15.31070875,2019,12,31,12,1686.583333,4.666666667,4.666666667,0
106,大众置业春江明月,125.313642,43.898338,2648847.746,11589.1292,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,69.99904402,1.601173946,0.420446524,668,1,0,0,0,0.999972764,389.02712,1.65E-05,0,0,0,0,0,0,0,0,0,2014.615312,8.307683547,18.61539471,2015.421053,10.26315789,24.78947368,14,1571.285714,1.357142857,1.5,0.142857143
107,居然世界里,125.313642,43.898338,1074773.191,8688.46258,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,69.99999674,1.60132763,0.341561865,1274,0.499998007,0.500001978,1.26E-09,0,9.48E-06,1695,0,0,0,0,0,0,0,0,0,0,2014.615312,8.30768424,18.61538744,2015.684211,10.05263158,24.73684211,12,1549.583333,1.416666667,1.416666667,0
108,恒大御水庄园,125.313642,43.898338,4493272.717,8200,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,70,1.02,0.4,2631,1,0,0,0,2,1,1.999579312,0,1,11,4,0,0,0,0,0,2017,11,19,2020,8,31,12,1812.583333,2.666666667,2.666666667,0
109,新大E+时代,125.313642,43.898338,1150424.224,9468.981632,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69.99845116,1.60023258,0.314594807,1127,1,0,0,0,0.268150082,366,1.570567521,0,0,0,0,0,0,0,0,3,2015.00022,4.000087698,17.59994236,2015.250038,3.250092326,30.74985099,21,1736.619048,4.571428571,5,0.428571429
110,青旅宽城一号,125.313642,43.898338,776495.4046,9183.968967,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,69.99999975,1.600622629,0.378099501,1384,1,0,0,0,0.211827258,1279,0,0,4,7,0,0,0,0,0,0,2017.123006,8.083579762,15.27634944,2018,12,31,14,1301.642857,2.785714286,2.928571429,0.142857143
111,信达万科翡翠学院,125.271684,43.78385,3792951.889,13500,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,70,1.5,0.3,800,0,1,0,0,1,412,0,0,0,2,2,0,0,0,1,0,2017.418018,6.765135025,15.23992105,2019,12,30,12,1254.416667,1.333333333,1.333333333,0
112,信达万科翡翠学院,125.271684,43.78385,3792951.889,13500,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,70,1.5,0.3,800,0,1,0,0,1,412,0,0,0,2,2,0,0,0,1,0,2017.319276,6.962619461,15.70071807,2019,12,30,12,1254.416667,1.333333333,1.333333333,0
113,碧桂园雲鼎,125.313642,43.898338,4087116.492,14000,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,70,1.2,0.4,150,0,1,0,0,2,360,0,0,0,1,3,1,0,0,0,0,2014,7,15,2014,10,30,12,2013,2.166666667,2.166666667,0
114,国信央城8号,125.316074,43.801112,3675185.218,12000,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,70,2.2,0.4,1298,1,0,0,0,0,779,0,0,1,5,1,0,1,0,0,0,2017.077483,7.287405166,14.26973138,2018,12,31,14,1501.071429,2.214285714,2.357142857,0.142857143
115,万科东湾半岛,125.313642,43.898338,4437734.415,11250,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,70,3.62,0.45,4800,0,1,0,0,1,3500,0,0,1,2,0,0,0,0,0,0,2017,12,2,2016,12,19,15,1555.4,7.2,7.4,0.2
116,万科东湾半岛,125.313642,43.898338,4437729.218,11250,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,70,3.62,0.45,4800,0,1,0,0,1,3500,0,0,1,2,0,0,0,0,0,0,2017,12,2,2016,12,19,15,1555.4,7.2,7.4,0.2
117,天安豪园,125.313642,43.898338,3148435.225,10500,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,69.99936645,1.600798186,0.3,83,0,1,0,0,1,528,2.999990839,0,0,0,0,0,0,0,3,0,2016,5,29,2017,7,31,18,1432.888889,3.277777778,3.666666667,0.388888889
118,天安豪园,125.313642,43.898338,3148435.225,10500,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,69.99936645,1.600798186,0.3,83,0,1,0,0,1,528,2.999990839,0,0,0,0,0,0,0,3,0,2016,5,29,2017,7,31,18,1432.888889,3.277777778,3.666666667,0.388888889
119,远创金泽锦城,125.313642,43.898338,449206.6258,7615.286115,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,69.99963162,1.600200893,0.324065011,943,0,1,0,0,0,300,0,1,4,1,0,0,0,0,0,0,2013,9,28,2014,11,1,12,1407.75,4.166666667,4.166666667,0
120,远创金泽锦城,125.313642,43.898338,449206.6258,7683.972985,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,69.99963162,1.600200893,0.324065011,943,0,1,0,0,0,300,0,1,4,1,0,0,0,0,0,0,2013,9,28,2014,11,1,12,1407.75,4.166666667,4.166666667,0
121,御翠湾,125.272048,43.780902,3450000,12000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,70,1.5,0.4,1163,0,1,0,0,3,1114,1,0,0,1,1,0,0,0,1,0,2015,6,23,2015,11,6,12,997.9166667,1.333333333,1.333333333,0
122,南郡水雲天三號,125.313642,43.898338,3301037.385,9800,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,70,2.3,0.3,2575,1,0,0,0,1,1462,0,1,4,7,3,0,0,0,0,0,2017,11,26,2018,10,30,12,1820.333333,1.25,1.25,0
124,新星宇广场,125.313642,43.898338,3753718.987,9000,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,69.99997475,1.600029787,0.33,3599,1,0,0,0,0.343646585,968,0.909024334,0,0,0,0,0,0,0,0,1,2017,10,30,2018,9,30,22,2030.409091,3.772727273,4.318181818,0.5
126,大禹奥城,125.383829,43.939314,500039.81,7501.989545,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,69.99418791,1.601297388,0.350729795,1376,1,0,0,0,1,698,0,0,8,4,0,0,0,0,0,0,2015.908868,6.077257616,22.58868234,2015.897966,9.509119684,24.77521331,12,1747.75,3.416666667,3.416666667,0
128,田野家园,125.313642,43.898338,770200.2768,7418.240593,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,70.00000361,1.604035328,0.336276825,1000,1,0,0,0,1,984.8148148,0.477922078,1,2,1,0,0,0,0,0,0,2014.000171,5.000229471,11.00084589,2014.000162,7.000130484,30.99865917,14,1796.642857,4.428571429,4.714285714,0.285714286
130,中正御华庭,125.342024,43.9395,626586.0493,6323.581112,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,70.00000269,1.600380237,0.348746405,1028,0,1,0,0,0,848,0,0,1,2,0,0,0,0,0,0,2016.333304,10.83322559,8.833539079,2017.499965,9.499982563,25.99996625,15,1491.266667,3.466666667,3.666666667,0.2
132,春城家园,125.205807,44.05074,4159189.062,3450,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,70,2.2,0.3022,1100,0,1,0,0,0,200,0,1,2,2,0,0,0,0,0,0,2016,12,18,2017,2,1,12,1647.25,1.416666667,1.416666667,0
133,龙城御苑,125.293298,43.892961,628833.8423,8083.785521,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,69.99959711,1.600229125,0.319305249,1200,0,1,0,0,1,225,0,1,4,5,0,0,0,0,0,0,2016.434479,7.253030256,13.8352158,2016,6,30,16,1702.125,5.25,5.625,0.375
134,龙城御苑,125.293298,43.892961,628833.8423,8083.785521,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,69.99959711,1.600229125,0.319305249,1200,0,1,0,0,1,225,0,1,4,5,0,0,0,0,0,0,2016.434479,7.253030256,13.8352158,2016,6,30,16,1702.125,5.25,5.625,0.375
135,龙城御苑,125.293298,43.892961,623562.277,8034.938844,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,69.99959711,1.600229125,0.319305249,1200,0,1,0,0,1,225,0,1,4,5,0,0,0,0,0,0,2016.434479,7.253030256,13.8352158,2016,6,30,16,1702.125,5.25,5.625,0.375
136,龙城御苑,125.293298,43.892961,623562.277,8034.938844,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,69.99959711,1.600229125,0.319305249,1200,0,1,0,0,1,225,0,1,4,5,0,0,0,0,0,0,2016.434479,7.253030256,13.8352158,2016,6,30,16,1702.125,5.25,5.625,0.375
137,南湖书院,125.313642,43.898338,1047471.776,9404.863179,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,69.99944941,2.001487588,0.372840887,2000,0,0,0,1,0.448087437,997.332736,0.444041404,0,0,0,0,0,0,0,0,0,2016.007752,8.087527333,14.60190263,2018,12,31,19,1996.894737,6.368421053,6.842105263,0.421052632
138,卓扬北湖湾,125.397734,43.980109,916143.006,7218.304271,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,69.99624885,1.600673504,0.537550822,1500,1,0,0,0,0,728,0,1,7,2,0,0,0,0,0,0,2014,9,1,2019,12,31,12,1612.083333,2.25,2.416666667,0.166666667
140,金阳万田,125.287299,43.978685,622988.8191,6304.292626,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,69.99971333,1.60034375,0.332235563,425,0,1,0,0,0,570,0,3,11,3,0,0,0,0,0,0,2018,1,11,2017,12,30,12,1509.666667,2.666666667,2.666666667,0
142,吴中天悦公馆,125.278462,43.890028,2360000,13000,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,70,3.5,0.315,260,0,1,0,0,1,1239.99614,0.75999897,0,0,0,2,1,0,0,0,0,2015,11,20,2016,6,1,16,1811.25,6,6.3125,0.3125
144,万浦小镇,125.258549,43.809429,3466550.517,8800,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,70,2.19,0.3,2810,1,0,0,0,1,1403,0,1,3,4,1,1,0,0,0,0,2017,6,17,2018,6,30,12,1829.416667,1.333333333,1.333333333,0
146,华亿红府,125.299925,43.874388,3875370.489,14000,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,70,1.99,0.25,942,0,1,0,0,0,492,0,1,1,4,3,0,0,0,0,0,2012,8,1,2012,11,25,17,1238.470588,5.647058824,5.941176471,0.294117647
148,紫金公馆,125.343612,43.943454,2911577.191,7500,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,69.99912956,1.60016085,0.38,520,0,1,0,0,3.59E-06,400,0,0,0,0,0,0,0,0,0,6,2013,12,1,2014,5,8,15,1649.6,3.4,3.6,0.2
150,润和西部尚城,125.189435,43.863486,4316665.853,8600,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,70,1.78,0.3,800,0,1,0,0,0,800,1,2,10,5,0,0,0,0,0,0,2015,4,4,2015,10,20,12,1422.416667,2.666666667,2.666666667,0
151,嘉禾SOHO,125.313642,43.898338,2804047.05,10000,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,69.99976123,1.600192544,0.32,160,0,1,0,0,0.166667365,166,1,0,0,0,0,0,0,0,0,4,2014,10,31,2014,12,31,11,968.0909091,1.545454545,1.545454545,0
153,奥林国际,125.313642,43.898338,1133177.374,9182.464721,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,70,2.896842105,0.346105263,1661.473684,1,0,0,0,0.894736842,1209.105263,0.105263158,0,0,0,0,0,0,0,0,0,2016.685923,7.468610006,16.62033261,2020,12,30,12,1786.083333,1.416666667,1.666666667,0.25
